27777,5
19522,40
28410,6
27847,3
17197,29
24380,1
26770,10
25753,3
25929,2
14458,1
23154,9
29335,5
26113,6
20618,56
27365,4
29270,9
22059,26
30004,14
15682,4
19618,1
27596,9
28480,22
14358,5
26032,15
25294,14
29327,22
27915,9
20304,3
29275,1
14017,15
23705,3
29044,17
29119,3
29150,9
26949,2
21431,18
29311,16
27241,18
24457,26
27350,1
26602,5
24784,11
19940,10
27657,3
25332,3
27753,3
28405,9
26535,66
17889,4
15867,4
19608,3
25357,2
9977,22
28729,11
9964,26
24041,2
27501,8
20995,1
27713,6
26791,6
23387,2
27065,4
25616,1
17447,14
27923,4
28669,8
17064,13
12744,9
26869,4
18869,14
19010,4
13492,1
25503,44
22871,16
15211,19
17724,6
17775,11
25485,4
25445,21
29616,13
27090,18
25740,9
23409,1
25897,4
27589,2
17599,12
22571,2
17380,13
24986,3
27916,11
27476,6
24222,4
29764,9
22535,25
28978,1
25718,3
22761,5
28454,12
26186,15
16546,4
28038,1
24354,6
28369,1
22145,1
25857,5
29619,1
26295,2
12736,7
26196,3
28396,6
27879,8
27120,13
16844,4
30295,3
25205,6
22172,24
24641,5
25807,1
28599,1
28347,7
26675,33
14647,5
10663,36
28865,5
27871,9
27119,8
29514,17
27045,14
29173,2
25202,3
24964,2
29428,13
27147,13
25682,4
23681,5
29534,5
14618,4
21634,25
26592,1
24841,9
22108,7
27732,9
24760,10
28233,3
24158,16
27821,3
22494,5
28227,8
24017,34
22346,1
8497,2
28472,8
16253,4
25712,1
23184,6
25924,2
27818,3
30466,14
25382,5
27153,1
22041,5
25085,7
23678,1
28133,3
27705,3
26449,2
18894,28
24245,9
18482,7
29638,3
17636,7
21052,1
30024,4
24565,21
27329,2
6594,2
20629,1
27647,8
15148,4
24170,2
22737,6
18331,2
27018,1
20098,2
26124,30
27477,2
29070,3
14591,2
24846,12
22277,7
29485,6
9019,19
20746,4
29018,47
19795,3
20434,1
28298,10
23639,35
25827,7
28051,21
27807,23
24461,4
28185,10
20209,7
26526,5
26304,6
22830,13
14424,4
25768,3
24042,1
9494,1
20749,7
17893,5
24265,6
20030,42
29917,34
17601,20
26641,7
15751,7
29676,22
20208,13
27610,24
21963,24
18602,16
23775,10
22437,1
28096,24
28579,6
22660,3
26125,1
26827,2
26982,5
26159,1
28486,7
20943,2
21989,5
25952,13
27667,13
22593,12
20672,4
26226,9
15075,17
25344,1
28666,7
24128,71
19449,12
28663,4
30011,10
25692,6
24835,19
27303,36
29522,4
22413,6
27982,1
15045,1
28247,13
23042,4
27039,1
27587,4
28595,6
28477,21
26236,11
29124,9
26567,14
24525,12
29452,41
15429,3
28302,10
21197,35
25252,27
26882,11
22800,4
27439,55
29907,1
29232,8
28196,3
29504,19
27707,3
17458,12
26950,13
29242,3
23989,21
25224,1
24176,11
29804,16
26915,22
20056,52
29562,16
28691,3
29509,13
29348,2
19992,1
26582,4
25106,3
9613,1
20607,3
29808,32
16174,21
25542,14
20620,18
27001,43
5502,17
12247,12
28844,8
23933,7
27901,16
21939,3
17390,10
20677,6
26183,15
19842,1
23279,1
22628,6
8803,1
28045,6
23545,16
15596,3
27193,13
27739,8
29269,5
29074,1
25577,14
26569,21
28424,24
28583,4
21326,2
26312,11
18083,38
28253,2
22911,21
24219,5
28867,44
28610,9
28244,1
22901,13
25922,4
29493,18
26948,3
27292,1
24428,3
29379,7
23107,8
29100,7
18436,16
21200,9
14260,9
26622,19
27058,7
28642,10
25320,18
13468,52
20480,4
25049,3
21338,22
16689,1
21232,2
13986,2
27115,7
28178,8
208,12
27467,1
23378,3
28723,15
20334,6
13707,5
24473,17
17595,16
27606,15
29575,14
25178,41
19972,48
17694,7
25679,1
22995,4
27675,6
29134,14
27909,14
9072,6
15539,4
28751,10
26724,1
26900,10
26553,2
27367,4
29341,7
17827,7
28739,10
20350,2
20954,21
25039,60
24741,2
28625,16
27935,58
27632,17
19934,60
21219,15
23736,21
25847,7
15650,5
11734,10
8280,17
25036,3
17721,29
29216,10
29066,19
18217,9
28258,24
29374,34
23144,6
18682,1
19441,2
20757,14
24146,15
27804,1
26549,2
30378,3
18304,2
23437,5
26788,13
17544,49
21942,16
24286,1
24237,9
28750,2
25949,19
7323,17
28889,2
23881,14
20047,4
27642,12
18993,6
25805,6
23517,1
27742,3
27813,2
27598,14
25055,4
25395,2
28032,1
21464,1
27102,32
18914,4
27097,9
29190,4
28187,5
21683,37
25131,24
28146,7
24890,7
30463,6
21795,1
28905,2
25465,20
21457,8
21872,1
26423,3
25663,10
26546,1
27597,1
25460,2
10117,11
17343,10
22224,6
21293,54
29684,18
15991,25
20078,18
26322,8
26728,2
22423,14
16711,17
15061,5
28593,4
25419,3
20186,4
27717,6
19813,36
26130,7
22895,6
17588,4
20638,5
27421,9
28289,4
25890,18
22259,8
29129,8
22566,17
28807,11
27371,2
17434,19
26176,2
22222,3
25333,24
26347,10
21344,7
26672,2
19201,1
25083,1
23996,1
22656,9
29344,13
29364,1
27626,15
30045,4
11433,9
26336,3
15866,16
23559,13
12435,9
18076,32
27008,4
22024,5
22541,4
26669,6
20668,3
9458,32
26679,3
28624,1
16828,8
26039,3
14990,1
22268,6
29085,3
21328,15
22756,2
25730,11
5912,5
25851,11
28578,1
9860,14
14773,5
18780,4
23008,6
17005,20
21227,3
27983,12
27169,3
27432,1
26141,6
28249,65
21869,5
28283,16
28576,5
27616,3
27152,7
19900,12
27472,10
16786,3
16413,3
17302,15
27550,1
9723,3
21826,1
29362,33
23912,1
14712,27
23832,2
24124,5
27098,2
26422,1
30109,19
29290,18
26865,8
14187,23
15570,8
13014,4
27167,1
28393,4
29643,5
21955,20
29123,18
20825,15
12153,3
19450,4
13098,2
28089,1
25295,9
28047,53
29722,7
8265,8
26693,14
15597,3
19978,2
14131,4
29632,9
17742,13
26713,3
