19522,6
28031,6
26113,1
27365,4
29270,3
27596,7
14358,2
14698,1
29044,1
21431,1
24457,4
19940,2
28405,1
15269,2
17889,1
9977,3
9964,4
27501,3
17844,1
28669,2
18869,2
15211,2
25445,1
17599,1
24222,2
24291,1
16546,1
26196,3
25205,4
27045,1
29428,2
14618,1
21634,2
24841,3
22108,1
24158,1
24017,1
28133,1
18894,1
22737,1
20567,3
29485,4
29018,2
28298,1
26304,4
22830,2
24265,1
20030,1
26641,10
29676,3
21963,2
18602,2
23775,5
27761,2
26979,1
27303,2
29522,1
22413,1
13293,4
24525,8
25252,1
26882,5
27439,7
29504,1
17458,2
24176,1
20056,1
17603,2
14317,6
16174,4
22096,1
5502,6
23933,1
26183,1
23279,1
23545,1
27739,1
12416,3
21326,4
22911,1
28867,4
28610,1
25922,2
29493,1
18436,1
25320,3
13468,2
25931,1
24637,1
28178,2
208,1
19972,1
29134,3
25286,1
9072,8
24567,1
29341,1
17827,4
20954,1
25039,5
27935,3
21319,1
25318,3
17721,2
29216,1
28258,2
23144,2
24146,2
24286,2
25949,1
7323,3
19647,3
20047,1
18993,1
27102,1
27097,3
24890,1
10117,1
17343,1
22423,1
25419,1
19813,1
17434,4
26684,1
22222,1
15866,2
12435,3
9458,1
29085,1
5912,2
9860,1
23008,1
25455,1
26141,1
28576,1
27616,1
27472,4
17302,2
14712,3
24124,1
14187,1
19450,4
25295,6
26693,2
28652,2
19099,2
19432,1
26855,5
25761,1
19636,3
20697,2
24609,3
14667,1
25300,2
25737,2
27849,1
18520,5
23212,2
27801,1
26297,1
9268,3
26146,1
23781,2
29940,2
25944,3
22627,2
29054,2
21413,1
29464,4
22170,4
29248,2
9062,7
20962,2
23156,2
27003,1
22599,1
22150,7
25630,1
21476,3
24597,1
19587,2
12396,2
22582,2
15351,1
28082,1
19575,1
28033,1
18810,1
21024,1
23945,1
28778,1
25372,2
27455,6
16477,1
12952,1
29252,2
16511,3
28274,3
27740,3
25191,1
25276,5
16183,4
29310,8
22602,1
28257,5
27509,2
15460,1
25198,3
25177,6
18333,3
28109,3
23106,2
30786,1
25573,1
29227,1
15938,1
25156,3
27176,1
20286,1
18749,1
20450,5
26583,2
28017,1
25404,2
27890,1
27312,2
9105,4
26419,1
23580,1
27116,12
26281,3
22622,2
27291,1
23350,1
29768,1
26185,3
23726,2
25149,1
13604,3
21632,3
25217,1
26930,2
21590,2
29159,3
19986,1
16168,1
28585,1
12590,1
17843,2
12379,1
12845,7
23500,2
27061,2
24891,1
19984,2
26500,1
29186,4
15378,1
24472,1
28655,1
21995,1
29445,2
21189,3
15879,1
28755,1
28155,1
14934,1
29122,1
26517,8
23152,4
26639,1
28267,4
27309,1
28305,1
25075,1
6689,6
25158,2
15147,1
26408,1
27599,1
26366,1
26596,1
18884,2
28777,3
18540,1
25025,2
25020,1
24079,4
27800,2
8159,2
27046,1
21876,8
27545,4
21459,2
20679,1
28716,5
29197,3
26785,1
25077,6
27386,1
23201,2
23383,1
16575,4
17065,1
6852,4
21921,11
23520,1
23928,3
17623,1
29234,3
24657,1
14031,1
28516,1
15558,2
15237,1
27548,1
8156,1
29453,2
25687,1
27809,1
23441,1
25872,2
17605,1
22512,3
23397,1
29264,1
26267,4
26867,1
22695,3
27114,1
27687,2
25781,1
29034,3
25230,6
20276,4
13587,6
14687,1
28122,4
24475,2
23961,2
24468,3
25369,8
23281,1
16255,1
20207,4
17592,1
24652,2
24586,3
20928,1
25802,1
29115,2
28384,6
23807,2
22917,3
23317,1
22644,9
21607,1
20458,3
23334,5
23696,1
26558,2
17637,1
520,2
27806,1
13225,1
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
c,0
